RL Commander Backtest Detailed Report
================================================================================
Model Path      : /Users/hwanghoyeon/Documents/crypto_bot/v2/models/rl_commander/runs/m003/best_model.zip
Initial Balance : 10000.00
Final Balance   : 375.31
Total Return(%) : -96.25
Test Period     : 2023-05-06 14:35:00 ~ 2026-05-04 13:05:00
Total Trades    : 2389
Long Trades     : 748
Short Trades    : 1641
Win Rate(%)     : 49.23

Column Guide
--------------------------------------------------------------------------------
entry_time     : 포지션 진입 시각 (전체 데이터 기간 datetime 기준)
exit_time      : 포지션 청산 시각
entry_step     : 전체 데이터 내 진입 인덱스(5분봉 기준 step)
exit_step      : 전체 데이터 내 청산 인덱스
hold           : 보유한 step 수 (1 step = 5분)
entry_px       : 진입 가격
exit_px        : 청산 가격
gross%         : 수수료 제외 수익률(%)
net%           : 수수료 포함 순수익률(%)
exit_type      : 청산 유형 (manual=모델 청산, forced=에피소드 종료 강제청산)

Trade Logs
--------------------------------------------------------------------------------
   # |  side |          entry_time |           exit_time | entry_step | exit_step | hold |     entry_px |      exit_px |   gross% |     net% |  exit_type
---------------------------------------------------------------------------------------------------------------------------------------------------------
  11 | SHORT | 2023-05-10 09:45:00 | 2023-05-10 17:20:00 |       1094 |      1185 |   91 |   27586.1504 |   26997.8496 |    2.133 |    2.033 |     manual
  12 | SHORT | 2023-05-12 00:00:00 | 2023-05-12 02:25:00 |       1553 |      1582 |   29 |   26976.6406 |   26843.3906 |    0.494 |    0.394 |     manual
  13 | SHORT | 2023-05-12 02:55:00 | 2023-05-12 05:50:00 |       1588 |      1623 |   35 |   26647.0195 |   26260.0000 |    1.452 |    1.352 |     manual
  14 |  LONG | 2023-05-12 07:20:00 | 2023-05-12 12:05:00 |       1641 |      1698 |   57 |   26335.9902 |   26340.9199 |    0.019 |   -0.081 |     manual
  15 |  LONG | 2023-05-12 16:55:00 | 2023-05-12 19:40:00 |       1756 |      1789 |   33 |   26289.8809 |   26143.9805 |   -0.555 |   -0.655 |     manual
  16 | SHORT | 2023-05-12 23:00:00 | 2023-05-17 08:15:00 |       1829 |      3092 | 1263 |   26675.1797 |   26797.1992 |   -0.457 |   -0.557 |     manual
  17 | SHORT | 2023-05-17 10:45:00 | 2023-05-17 11:00:00 |       3122 |      3125 |    3 |   26860.0000 |   26852.2598 |    0.029 |   -0.071 |     manual
  18 | SHORT | 2023-05-17 11:10:00 | 2023-05-17 11:15:00 |       3127 |      3128 |    1 |   26822.5293 |   26790.7500 |    0.118 |    0.018 |     manual
  19 | SHORT | 2023-05-17 12:20:00 | 2023-05-17 12:25:00 |       3141 |      3142 |    1 |   26717.9492 |   26691.5703 |    0.099 |   -0.001 |     manual
  20 | SHORT | 2023-05-17 12:30:00 | 2023-05-17 12:35:00 |       3143 |      3144 |    1 |   26738.4004 |   26705.5508 |    0.123 |    0.023 |     manual
  21 | SHORT | 2023-05-17 12:40:00 | 2023-05-17 12:50:00 |       3145 |      3147 |    2 |   26673.0293 |   26686.5801 |   -0.051 |   -0.151 |     manual
  22 | SHORT | 2023-05-17 13:00:00 | 2023-05-17 13:05:00 |       3149 |      3150 |    1 |   26669.1309 |   26714.0898 |   -0.169 |   -0.269 |     manual
  23 | SHORT | 2023-05-17 13:20:00 | 2023-05-17 13:25:00 |       3153 |      3154 |    1 |   26723.7891 |   26710.0898 |    0.051 |   -0.049 |     manual
  24 | SHORT | 2023-05-17 14:25:00 | 2023-05-18 13:05:00 |       3166 |      3438 |  272 |   26672.4199 |   27209.0293 |   -2.012 |   -2.112 |     manual
  25 | SHORT | 2023-05-19 00:00:00 | 2023-05-19 15:35:00 |       3569 |      3756 |  187 |   26830.5703 |   26801.5000 |    0.108 |    0.008 |     manual
  26 | SHORT | 2023-05-19 23:00:00 | 2023-05-21 10:55:00 |       3845 |      4276 |  431 |   26881.1191 |   26952.5391 |   -0.266 |   -0.366 |     manual
  27 |  LONG | 2023-05-21 11:45:00 | 2023-05-21 12:20:00 |       4286 |      4293 |    7 |   26913.9805 |   26853.8203 |   -0.224 |   -0.324 |     manual
  28 |  LONG | 2023-05-21 12:45:00 | 2023-05-21 12:50:00 |       4298 |      4299 |    1 |   26882.0996 |   26907.5098 |    0.095 |   -0.005 |     manual
  29 |  LONG | 2023-05-21 12:55:00 | 2023-05-21 21:10:00 |       4300 |      4399 |   99 |   26930.2402 |   26771.9297 |   -0.588 |   -0.688 |     manual
  30 |  LONG | 2023-05-21 21:15:00 | 2023-05-21 21:20:00 |       4400 |      4401 |    1 |   26747.3203 |   26696.7891 |   -0.189 |   -0.289 |     manual
  31 |  LONG | 2023-05-21 21:25:00 | 2023-05-21 21:30:00 |       4402 |      4403 |    1 |   26709.5703 |   26727.2695 |    0.066 |   -0.034 |     manual
  32 |  LONG | 2023-05-21 21:35:00 | 2023-05-21 21:40:00 |       4404 |      4405 |    1 |   26732.5098 |   26766.7891 |    0.128 |    0.028 |     manual
  33 |  LONG | 2023-05-21 21:45:00 | 2023-05-22 00:00:00 |       4406 |      4433 |   27 |   26776.9609 |   26758.3906 |   -0.069 |   -0.169 |     manual
  34 | SHORT | 2023-05-22 00:05:00 | 2023-05-24 03:35:00 |       4434 |      5052 |  618 |   26779.0098 |   26752.2695 |    0.100 |   -0.000 |     manual
  35 | SHORT | 2023-05-24 09:05:00 | 2023-05-24 10:15:00 |       5118 |      5132 |   14 |   26761.9902 |   26732.0605 |    0.112 |    0.012 |     manual
  36 | SHORT | 2023-05-24 11:25:00 | 2023-05-24 11:30:00 |       5146 |      5147 |    1 |   26693.6406 |   26717.0000 |   -0.088 |   -0.188 |     manual
  37 | SHORT | 2023-05-24 11:45:00 | 2023-05-24 13:45:00 |       5150 |      5174 |   24 |   26738.6406 |   26558.5996 |    0.673 |    0.573 |     manual
  38 | SHORT | 2023-05-26 00:00:00 | 2023-05-26 03:05:00 |       5585 |      5622 |   37 |   26480.0801 |   26404.1699 |    0.287 |    0.187 |     manual
  39 | SHORT | 2023-05-26 03:25:00 | 2023-05-26 06:05:00 |       5626 |      5658 |   32 |   26420.2598 |   26354.9805 |    0.247 |    0.147 |     manual
  40 |  LONG | 2023-05-26 06:30:00 | 2023-05-26 12:40:00 |       5663 |      5737 |   74 |   26385.1797 |   26407.3105 |    0.084 |   -0.016 |     manual
  41 |  LONG | 2023-05-26 13:05:00 | 2023-05-26 14:30:00 |       5742 |      5759 |   17 |   26482.1895 |   26909.4395 |    1.613 |    1.513 |     manual
  42 | SHORT | 2023-05-26 23:05:00 | 2023-05-31 06:55:00 |       5862 |      7108 | 1246 |   26699.0605 |   27164.3496 |   -1.743 |   -1.843 |     manual
  43 | SHORT | 2023-05-31 10:10:00 | 2023-05-31 10:15:00 |       7147 |      7148 |    1 |   27128.8203 |   27108.4004 |    0.075 |   -0.025 |     manual
  44 | SHORT | 2023-05-31 11:20:00 | 2023-05-31 12:50:00 |       7161 |      7179 |   18 |   27108.4004 |   27075.4199 |    0.122 |    0.022 |     manual
  45 | SHORT | 2023-05-31 12:55:00 | 2023-05-31 14:05:00 |       7180 |      7194 |   14 |   27074.1406 |   27044.4004 |    0.110 |    0.010 |     manual
  46 | SHORT | 2023-05-31 14:10:00 | 2023-05-31 14:15:00 |       7195 |      7196 |    1 |   27051.8301 |   26903.9395 |    0.547 |    0.447 |     manual
  47 | SHORT | 2023-06-01 12:00:00 | 2023-06-01 18:55:00 |       7457 |      7540 |   83 |   26886.4199 |   26965.4395 |   -0.294 |   -0.394 |     manual
  48 | SHORT | 2023-06-02 00:00:00 | 2023-06-02 01:10:00 |       7601 |      7615 |   14 |   26813.4395 |   26734.1191 |    0.296 |    0.196 |     manual
  49 | SHORT | 2023-06-02 01:30:00 | 2023-06-05 03:15:00 |       7619 |      8504 |  885 |   26822.9902 |   26854.3398 |   -0.117 |   -0.217 |     manual
  50 | SHORT | 2023-06-05 03:25:00 | 2023-06-05 10:20:00 |       8506 |      8589 |   83 |   26897.7207 |   26753.0898 |    0.538 |    0.438 |     manual
  51 |  LONG | 2023-06-05 10:55:00 | 2023-06-05 11:00:00 |       8596 |      8597 |    1 |   26719.2402 |   26758.5391 |    0.147 |    0.047 |     manual
  52 |  LONG | 2023-06-05 11:05:00 | 2023-06-06 19:00:00 |       8598 |      8981 |  383 |   26750.6309 |   26713.3203 |   -0.139 |   -0.239 |     manual
  53 | SHORT | 2023-06-06 22:00:00 | 2023-06-07 02:30:00 |       9017 |      9071 |   54 |   27064.3398 |   26964.5508 |    0.369 |    0.269 |     manual
  54 | SHORT | 2023-06-07 03:55:00 | 2023-06-07 06:40:00 |       9088 |      9121 |   33 |   26906.5000 |   26843.9004 |    0.233 |    0.133 |     manual
  55 | SHORT | 2023-06-07 09:10:00 | 2023-06-07 09:20:00 |       9151 |      9153 |    2 |   26787.2695 |   26723.5605 |    0.238 |    0.138 |     manual
  56 | SHORT | 2023-06-07 11:40:00 | 2023-06-07 13:05:00 |       9181 |      9198 |   17 |   26833.2695 |   26762.9609 |    0.262 |    0.162 |     manual
  57 | SHORT | 2023-06-07 13:10:00 | 2023-06-07 14:15:00 |       9199 |      9212 |   13 |   26759.2793 |   26695.0000 |    0.240 |    0.140 |     manual
  58 | SHORT | 2023-06-09 00:00:00 | 2023-06-10 04:20:00 |       9617 |      9957 |  340 |   26514.7109 |   25885.8496 |    2.372 |    2.272 |     manual
  59 | SHORT | 2023-06-10 04:25:00 | 2023-06-10 04:40:00 |       9958 |      9961 |    3 |   25853.5098 |   25836.0605 |    0.067 |   -0.033 |     manual
  60 |  LONG | 2023-06-10 06:30:00 | 2023-06-10 17:20:00 |       9983 |     10113 |  130 |   25612.7109 |   25859.0000 |    0.962 |    0.862 |     manual
  61 |  LONG | 2023-06-10 21:00:00 | 2023-06-11 08:05:00 |      10157 |     10290 |  133 |   25732.9902 |   25749.0000 |    0.062 |   -0.038 |     manual
  62 |  LONG | 2023-06-11 08:20:00 | 2023-06-11 17:05:00 |      10293 |     10398 |  105 |   25756.8203 |   25994.9707 |    0.925 |    0.825 |     manual
  63 |  LONG | 2023-06-11 21:15:00 | 2023-06-12 02:45:00 |      10448 |     10514 |   66 |   26108.2500 |   25671.0000 |   -1.675 |   -1.775 |     manual
  64 | SHORT | 2023-06-12 03:00:00 | 2023-06-12 13:50:00 |      10517 |     10647 |  130 |   25805.1406 |   25800.4395 |    0.018 |   -0.082 |     manual
  65 | SHORT | 2023-06-12 14:25:00 | 2023-06-13 14:45:00 |      10654 |     10946 |  292 |   25833.9297 |   25964.4395 |   -0.505 |   -0.605 |     manual
  66 | SHORT | 2023-06-13 15:10:00 | 2023-06-13 15:25:00 |      10951 |     10954 |    3 |   25922.4395 |   25765.8594 |    0.604 |    0.504 |     manual
  67 | SHORT | 2023-06-13 15:30:00 | 2023-06-14 06:00:00 |      10955 |     11129 |  174 |   25780.0000 |   25867.7695 |   -0.340 |   -0.440 |     manual
  68 | SHORT | 2023-06-14 09:25:00 | 2023-06-14 18:05:00 |      11170 |     11274 |  104 |   25929.9805 |   25868.4492 |    0.237 |    0.137 |     manual
  69 | SHORT | 2023-06-15 12:15:00 | 2023-06-15 13:00:00 |      11492 |     11501 |    9 |   24970.8906 |   24956.3398 |    0.058 |   -0.042 |     manual
  70 | SHORT | 2023-06-16 00:00:00 | 2023-06-16 05:10:00 |      11633 |     11695 |   62 |   25546.0391 |   25494.3594 |    0.202 |    0.102 |     manual
  71 | SHORT | 2023-06-16 05:40:00 | 2023-06-16 11:45:00 |      11701 |     11774 |   73 |   25509.6191 |   25519.8301 |   -0.040 |   -0.140 |     manual
  72 |  LONG | 2023-06-16 13:40:00 | 2023-06-16 15:00:00 |      11797 |     11813 |   16 |   25528.0195 |   25604.0391 |    0.298 |    0.198 |     manual
  73 | SHORT | 2023-06-16 23:00:00 | 2023-06-17 01:00:00 |      11909 |     11933 |   24 |   26366.4297 |   26316.8203 |    0.188 |    0.088 |     manual
  74 | SHORT | 2023-06-17 01:05:00 | 2023-06-17 02:00:00 |      11934 |     11945 |   11 |   26307.4395 |   26216.0098 |    0.348 |    0.248 |     manual
  75 | SHORT | 2023-06-24 02:10:00 | 2023-06-24 16:00:00 |      13963 |     14129 |  166 |   30602.0801 |   30311.8301 |    0.948 |    0.848 |     manual
  76 |  LONG | 2023-06-24 20:10:00 | 2023-06-24 21:15:00 |      14179 |     14192 |   13 |   30570.5996 |   30500.5801 |   -0.229 |   -0.329 |     manual
  77 |  LONG | 2023-06-24 21:20:00 | 2023-06-25 16:00:00 |      14193 |     14417 |  224 |   30466.5801 |   30604.1094 |    0.451 |    0.351 |     manual
  78 |  LONG | 2023-06-25 19:50:00 | 2023-06-25 19:55:00 |      14463 |     14464 |    1 |   30396.0000 |   30430.0098 |    0.112 |    0.012 |     manual
  79 |  LONG | 2023-06-25 21:00:00 | 2023-06-26 00:15:00 |      14477 |     14516 |   39 |   30388.5000 |   30447.9902 |    0.196 |    0.096 |     manual
  80 | SHORT | 2023-06-26 00:20:00 | 2023-06-26 01:15:00 |      14517 |     14528 |   11 |   30530.0293 |   30099.6895 |    1.410 |    1.310 |     manual
  81 | SHORT | 2023-06-26 01:20:00 | 2023-06-26 16:45:00 |      14529 |     14714 |  185 |   30194.0898 |   30009.0098 |    0.613 |    0.513 |     manual
  82 | SHORT | 2023-06-26 17:30:00 | 2023-06-26 18:30:00 |      14723 |     14735 |   12 |   30116.8105 |   30185.0000 |   -0.226 |   -0.326 |     manual
  83 | SHORT | 2023-06-26 18:45:00 | 2023-06-28 07:40:00 |      14738 |     15181 |  443 |   30236.6406 |   30202.0000 |    0.115 |    0.015 |     manual
  84 | SHORT | 2023-06-28 11:05:00 | 2023-06-28 12:35:00 |      15222 |     15240 |   18 |   30344.0098 |   30152.4902 |    0.631 |    0.531 |     manual
  85 | SHORT | 2023-06-28 13:55:00 | 2023-06-28 14:00:00 |      15256 |     15257 |    1 |   30207.6504 |   30177.8594 |    0.099 |   -0.001 |     manual
  86 | SHORT | 2023-06-28 14:05:00 | 2023-06-28 17:05:00 |      15258 |     15294 |   36 |   30202.4902 |   30088.0391 |    0.379 |    0.279 |     manual
  87 | SHORT | 2023-06-30 00:00:00 | 2023-06-30 13:45:00 |      15665 |     15830 |  165 |   30450.0000 |   29832.0098 |    2.030 |    1.930 |     manual
  88 | SHORT | 2023-06-30 23:00:00 | 2023-07-01 03:35:00 |      15941 |     15996 |   55 |   30466.0098 |   30397.9199 |    0.223 |    0.123 |     manual
  89 | SHORT | 2023-07-01 03:55:00 | 2023-07-01 04:25:00 |      16000 |     16006 |    6 |   30397.5391 |   30356.0000 |    0.137 |    0.037 |     manual
  90 | SHORT | 2023-07-01 04:35:00 | 2023-07-05 10:35:00 |      16008 |     17232 | 1224 |   30390.0098 |   30506.2598 |   -0.383 |   -0.483 |     manual
  91 | SHORT | 2023-07-05 11:55:00 | 2023-07-05 12:00:00 |      17248 |     17249 |    1 |   30405.9902 |   30427.9902 |   -0.072 |   -0.172 |     manual
  92 | SHORT | 2023-07-05 12:10:00 | 2023-07-05 12:45:00 |      17251 |     17258 |    7 |   30373.9902 |   30369.5195 |    0.015 |   -0.085 |     manual
  93 | SHORT | 2023-07-05 13:45:00 | 2023-07-06 12:05:00 |      17270 |     17538 |  268 |   30335.9902 |   30699.9902 |   -1.200 |   -1.300 |     manual
  94 | SHORT | 2023-07-07 00:20:00 | 2023-07-12 15:45:00 |      17685 |     19310 | 1625 |   29979.9902 |   30544.5293 |   -1.883 |   -1.983 |     manual
  95 | SHORT | 2023-07-14 00:00:00 | 2023-07-14 07:30:00 |      19697 |     19787 |   90 |   31438.1895 |   31204.2598 |    0.744 |    0.644 |     manual
  96 |  LONG | 2023-07-21 13:35:00 | 2023-07-22 11:45:00 |      21876 |     22142 |  266 |   29858.0098 |   29881.3496 |    0.078 |   -0.022 |     manual
  97 |  LONG | 2023-07-22 12:30:00 | 2023-07-22 12:45:00 |      22151 |     22154 |    3 |   29876.0000 |   29848.1602 |   -0.093 |   -0.193 |     manual
  98 |  LONG | 2023-07-22 13:20:00 | 2023-07-22 23:35:00 |      22161 |     22284 |  123 |   29861.9805 |   29704.0000 |   -0.529 |   -0.629 |     manual
  99 |  LONG | 2023-07-22 23:50:00 | 2023-07-22 23:55:00 |      22287 |     22288 |    1 |   29749.4297 |   29786.0801 |    0.123 |    0.023 |     manual
 100 | SHORT | 2023-07-23 00:00:00 | 2023-07-24 09:50:00 |      22289 |     22695 |  406 |   29784.7402 |   29192.1094 |    1.990 |    1.890 |     manual
 101 | SHORT | 2023-07-24 12:55:00 | 2023-07-24 14:15:00 |      22732 |     22748 |   16 |   29229.8906 |   29102.0000 |    0.438 |    0.338 |     manual
 102 | SHORT | 2023-07-24 14:50:00 | 2023-07-24 15:00:00 |      22755 |     22757 |    2 |   29096.0996 |   29033.9902 |    0.213 |    0.113 |     manual
 103 | SHORT | 2023-07-24 15:25:00 | 2023-07-25 01:35:00 |      22762 |     22884 |  122 |   29108.9395 |   29070.2891 |    0.133 |    0.033 |     manual
 104 | SHORT | 2023-07-25 01:55:00 | 2023-07-26 09:20:00 |      22888 |     23265 |  377 |   29078.4902 |   29203.6602 |   -0.430 |   -0.530 |     manual
 105 | SHORT | 2023-07-26 11:00:00 | 2023-07-26 11:05:00 |      23285 |     23286 |    1 |   29199.0000 |   29200.0000 |   -0.003 |   -0.103 |     manual
 106 | SHORT | 2023-07-26 11:10:00 | 2023-07-26 11:15:00 |      23287 |     23288 |    1 |   29207.0000 |   29209.9902 |   -0.010 |   -0.110 |     manual
 107 | SHORT | 2023-07-26 11:20:00 | 2023-07-26 11:25:00 |      23289 |     23290 |    1 |   29205.2207 |   29200.0898 |    0.018 |   -0.082 |     manual
 108 | SHORT | 2023-07-26 11:30:00 | 2023-07-26 11:35:00 |      23291 |     23292 |    1 |   29204.0996 |   29200.9805 |    0.011 |   -0.089 |     manual
 109 | SHORT | 2023-07-26 11:40:00 | 2023-07-26 11:45:00 |      23293 |     23294 |    1 |   29200.0000 |   29180.0996 |    0.068 |   -0.032 |     manual
 110 | SHORT | 2023-07-26 11:50:00 | 2023-07-26 11:55:00 |      23295 |     23296 |    1 |   29164.1895 |   29174.5898 |   -0.036 |   -0.136 |     manual
 111 | SHORT | 2023-07-26 12:00:00 | 2023-07-26 12:05:00 |      23297 |     23298 |    1 |   29177.1191 |   29183.3809 |   -0.021 |   -0.121 |     manual
 112 | SHORT | 2023-07-26 12:10:00 | 2023-07-26 18:25:00 |      23299 |     23374 |   75 |   29190.5000 |   29291.9395 |   -0.348 |   -0.448 |     manual
 113 | SHORT | 2023-07-28 00:00:00 | 2023-07-28 06:05:00 |      23729 |     23802 |   73 |   29216.0098 |   29193.9805 |    0.075 |   -0.025 |     manual
 114 |  LONG | 2023-07-28 06:15:00 | 2023-07-28 07:45:00 |      23804 |     23822 |   18 |   29200.0000 |   29141.7402 |   -0.200 |   -0.300 |     manual
 115 |  LONG | 2023-07-28 08:30:00 | 2023-07-28 16:15:00 |      23831 |     23924 |   93 |   29173.8906 |   29371.9902 |    0.679 |    0.579 |     manual
 116 |  LONG | 2023-07-28 17:30:00 | 2023-07-29 05:35:00 |      23939 |     24084 |  145 |   29275.0195 |   29360.0098 |    0.290 |    0.190 |     manual
 117 |  LONG | 2023-07-29 06:05:00 | 2023-07-29 22:45:00 |      24090 |     24290 |  200 |   29359.0801 |   29355.0605 |   -0.014 |   -0.114 |     manual
 118 |  LONG | 2023-07-29 22:50:00 | 2023-07-30 06:25:00 |      24291 |     24382 |   91 |   29355.0605 |   29273.9902 |   -0.276 |   -0.376 |     manual
 119 | SHORT | 2023-07-30 07:00:00 | 2023-07-30 20:05:00 |      24389 |     24546 |  157 |   29285.0508 |   29150.0000 |    0.461 |    0.361 |     manual
 120 |  LONG | 2023-07-30 20:45:00 | 2023-07-30 20:50:00 |      24554 |     24555 |    1 |   29190.0605 |   29183.9805 |   -0.021 |   -0.121 |     manual
 121 | SHORT | 2023-07-30 20:55:00 | 2023-08-01 02:10:00 |      24556 |     24907 |  351 |   29267.9805 |   28925.9902 |    1.168 |    1.068 |     manual
 122 | SHORT | 2023-08-01 02:30:00 | 2023-08-01 02:35:00 |      24911 |     24912 |    1 |   28967.9902 |   28962.0098 |    0.021 |   -0.079 |     manual
 123 | SHORT | 2023-08-01 04:25:00 | 2023-08-02 08:20:00 |      24934 |     25269 |  335 |   28875.8398 |   29459.9805 |   -2.023 |   -2.123 |     manual
 124 | SHORT | 2023-08-02 10:45:00 | 2023-08-02 12:55:00 |      25298 |     25324 |   26 |   29529.9805 |   29467.9004 |    0.210 |    0.110 |     manual
 125 | SHORT | 2023-08-02 13:00:00 | 2023-08-02 13:05:00 |      25325 |     25326 |    1 |   29452.9395 |   29426.1602 |    0.091 |   -0.009 |     manual
 126 | SHORT | 2023-08-02 13:50:00 | 2023-08-02 14:05:00 |      25335 |     25338 |    3 |   29386.5996 |   29319.9902 |    0.227 |    0.127 |     manual
 127 | SHORT | 2023-08-04 00:00:00 | 2023-08-04 03:55:00 |      25745 |     25792 |   47 |   29213.7598 |   29157.1699 |    0.194 |    0.094 |     manual
 128 | SHORT | 2023-08-04 04:10:00 | 2023-08-04 04:25:00 |      25795 |     25798 |    3 |   29158.5098 |   29150.9492 |    0.026 |   -0.074 |     manual
 129 | SHORT | 2023-08-04 04:45:00 | 2023-08-04 10:35:00 |      25802 |     25872 |   70 |   29185.9902 |   29164.0000 |    0.075 |   -0.025 |     manual
 130 |  LONG | 2023-08-04 12:00:00 | 2023-08-04 12:35:00 |      25889 |     25896 |    7 |   29155.3398 |   29163.5996 |    0.028 |   -0.072 |     manual
 131 |  LONG | 2023-08-04 13:15:00 | 2023-08-04 18:20:00 |      25904 |     25965 |   61 |   29224.0703 |   29115.9902 |   -0.370 |   -0.470 |     manual
 132 | SHORT | 2023-08-04 23:00:00 | 2023-08-06 02:00:00 |      26021 |     26345 |  324 |   29062.0000 |   29047.9805 |    0.048 |   -0.052 |     manual
 133 | SHORT | 2023-08-06 02:05:00 | 2023-08-06 13:00:00 |      26346 |     26477 |  131 |   29048.9902 |   29034.0000 |    0.052 |   -0.048 |     manual
 134 |  LONG | 2023-08-06 13:25:00 | 2023-08-06 13:30:00 |      26482 |     26483 |    1 |   29025.0000 |   29025.9805 |    0.003 |   -0.097 |     manual
 135 |  LONG | 2023-08-06 13:35:00 | 2023-08-06 13:40:00 |      26484 |     26485 |    1 |   29025.1992 |   29022.9004 |   -0.008 |   -0.108 |     manual
 136 |  LONG | 2023-08-06 13:45:00 | 2023-08-06 14:05:00 |      26486 |     26490 |    4 |   29031.9805 |   29012.8203 |   -0.066 |   -0.166 |     manual
 137 |  LONG | 2023-08-06 14:25:00 | 2023-08-07 00:20:00 |      26494 |     26613 |  119 |   29040.0098 |   29077.0293 |    0.127 |    0.027 |     manual
 138 | SHORT | 2023-08-14 00:30:00 | 2023-08-14 02:15:00 |      28631 |     28652 |   21 |   29300.0000 |   29170.0898 |    0.443 |    0.343 |     manual
 139 | SHORT | 2023-08-14 02:20:00 | 2023-08-15 19:35:00 |      28653 |     29148 |  495 |   29165.0000 |   29187.4609 |   -0.077 |   -0.177 |     manual
 140 | SHORT | 2023-08-15 22:00:00 | 2023-08-16 05:45:00 |      29177 |     29270 |   93 |   29222.0000 |   29156.0195 |    0.226 |    0.126 |     manual
 141 | SHORT | 2023-08-16 10:25:00 | 2023-08-16 10:45:00 |      29326 |     29330 |    4 |   29190.0098 |   29202.8301 |   -0.044 |   -0.144 |     manual
 142 | SHORT | 2023-08-16 11:00:00 | 2023-08-16 11:05:00 |      29333 |     29334 |    1 |   29188.0098 |   29184.0098 |    0.014 |   -0.086 |     manual
 143 | SHORT | 2023-08-16 11:10:00 | 2023-08-16 11:15:00 |      29335 |     29336 |    1 |   29172.0098 |   29174.0000 |   -0.007 |   -0.107 |     manual
 144 | SHORT | 2023-08-16 12:55:00 | 2023-08-16 13:10:00 |      29356 |     29359 |    3 |   29160.3105 |   29139.9902 |    0.070 |   -0.030 |     manual
 145 | SHORT | 2023-08-16 13:15:00 | 2023-08-16 13:20:00 |      29360 |     29361 |    1 |   29152.0293 |   29122.0098 |    0.103 |    0.003 |     manual
 146 | SHORT | 2023-08-16 14:15:00 | 2023-08-16 16:20:00 |      29372 |     29397 |   25 |   29131.9902 |   29006.1699 |    0.432 |    0.332 |     manual
 147 | SHORT | 2023-08-18 00:00:00 | 2023-08-18 03:10:00 |      29777 |     29815 |   38 |   26659.8398 |   26412.6504 |    0.927 |    0.827 |     manual
 148 | SHORT | 2023-08-18 03:40:00 | 2023-08-18 04:20:00 |      29821 |     29829 |    8 |   26408.2305 |   26302.3008 |    0.401 |    0.301 |     manual
 149 | SHORT | 2023-08-18 05:05:00 | 2023-08-18 15:50:00 |      29838 |     29967 |  129 |   26311.8594 |   25956.0098 |    1.352 |    1.252 |     manual
 150 | SHORT | 2023-08-18 23:00:00 | 2023-08-19 03:25:00 |      30053 |     30106 |   53 |   26079.9609 |   25964.0508 |    0.444 |    0.344 |     manual
