RL Commander Backtest Detailed Report
================================================================================
Model Path      : /Users/hwanghoyeon/Documents/crypto_bot/v2/models/rl_commander/runs/m005/best_model.zip
Initial Balance : 10000.00
Final Balance   : 4215.17
Total Return(%) : -57.85
Test Period     : 2023-05-06 14:35:00 ~ 2026-05-04 13:05:00
Total Trades    : 1283
Long Trades     : 1283
Short Trades    : 0
Win Rate(%)     : 70.54

Column Guide
--------------------------------------------------------------------------------
entry_time     : 포지션 진입 시각 (전체 데이터 기간 datetime 기준)
exit_time      : 포지션 청산 시각
entry_step     : 전체 데이터 내 진입 인덱스(5분봉 기준 step)
exit_step      : 전체 데이터 내 청산 인덱스
hold           : 보유한 step 수 (1 step = 5분)
entry_px       : 진입 가격
exit_px        : 청산 가격
gross%         : 수수료 제외 수익률(%)
net%           : 수수료 포함 순수익률(%)
exit_type      : 청산 유형 (manual=모델 청산, forced=에피소드 종료 강제청산)

Trade Logs
--------------------------------------------------------------------------------
   # |  side |          entry_time |           exit_time | entry_step | exit_step | hold |     entry_px |      exit_px |   gross% |     net% |  exit_type
---------------------------------------------------------------------------------------------------------------------------------------------------------
  24 |  LONG | 2023-06-08 15:55:00 | 2023-06-09 10:00:00 |       9520 |      9737 |  217 |   26725.0098 |   26665.5801 |   -0.222 |   -0.322 |     manual
  25 |  LONG | 2023-06-09 14:00:00 | 2023-06-09 14:05:00 |       9785 |      9786 |    1 |   26661.9395 |   26609.5801 |   -0.196 |   -0.296 |     manual
  26 |  LONG | 2023-06-09 14:10:00 | 2023-06-09 14:15:00 |       9787 |      9788 |    1 |   26646.2500 |   26690.6406 |    0.167 |    0.067 |     manual
  27 |  LONG | 2023-06-09 14:20:00 | 2023-06-09 14:25:00 |       9789 |      9790 |    1 |   26701.4902 |   26689.7305 |   -0.044 |   -0.144 |     manual
  28 |  LONG | 2023-06-09 14:30:00 | 2023-06-09 14:35:00 |       9791 |      9792 |    1 |   26650.3105 |   26599.7207 |   -0.190 |   -0.290 |     manual
  29 |  LONG | 2023-06-09 14:40:00 | 2023-06-09 14:45:00 |       9793 |      9794 |    1 |   26591.1094 |   26543.9609 |   -0.177 |   -0.277 |     manual
  30 |  LONG | 2023-06-09 14:50:00 | 2023-06-09 14:55:00 |       9795 |      9796 |    1 |   26577.5703 |   26592.3203 |    0.055 |   -0.045 |     manual
  31 |  LONG | 2023-06-09 15:00:00 | 2023-06-09 15:05:00 |       9797 |      9798 |    1 |   26580.0000 |   26610.2891 |    0.114 |    0.014 |     manual
  32 |  LONG | 2023-06-09 15:10:00 | 2023-06-09 15:15:00 |       9799 |      9800 |    1 |   26606.8203 |   26630.7695 |    0.090 |   -0.010 |     manual
  33 |  LONG | 2023-06-09 15:20:00 | 2023-06-09 15:25:00 |       9801 |      9802 |    1 |   26602.3398 |   26585.5703 |   -0.063 |   -0.163 |     manual
  34 |  LONG | 2023-06-09 15:30:00 | 2023-06-09 15:35:00 |       9803 |      9804 |    1 |   26589.0098 |   26590.5098 |    0.006 |   -0.094 |     manual
  35 |  LONG | 2023-06-16 15:45:00 | 2023-06-16 15:50:00 |      11822 |     11823 |    1 |   25582.7500 |   25622.8105 |    0.157 |    0.057 |     manual
  36 |  LONG | 2023-06-16 15:55:00 | 2023-06-16 16:00:00 |      11824 |     11825 |    1 |   25845.5508 |   25820.7402 |   -0.096 |   -0.196 |     manual
  37 |  LONG | 2023-06-16 16:05:00 | 2023-06-16 16:10:00 |      11826 |     11827 |    1 |   25818.7598 |   25822.0195 |    0.013 |   -0.087 |     manual
  38 |  LONG | 2023-06-16 16:15:00 | 2023-06-16 16:20:00 |      11828 |     11829 |    1 |   25889.1504 |   25849.4902 |   -0.153 |   -0.253 |     manual
  39 |  LONG | 2023-06-16 16:25:00 | 2023-06-16 16:30:00 |      11830 |     11831 |    1 |   25816.7793 |   25794.0195 |   -0.088 |   -0.188 |     manual
  40 |  LONG | 2023-06-16 16:35:00 | 2023-06-16 16:40:00 |      11832 |     11833 |    1 |   25791.4707 |   25792.9199 |    0.006 |   -0.094 |     manual
  41 |  LONG | 2023-06-16 16:45:00 | 2023-06-16 16:55:00 |      11834 |     11836 |    2 |   25850.8691 |   25966.0195 |    0.445 |    0.345 |     manual
  42 |  LONG | 2023-06-16 17:00:00 | 2023-06-16 17:05:00 |      11837 |     11838 |    1 |   26009.9902 |   26073.3906 |    0.244 |    0.144 |     manual
  43 |  LONG | 2023-06-16 17:10:00 | 2023-06-16 17:15:00 |      11839 |     11840 |    1 |   25981.5000 |   26044.0293 |    0.241 |    0.141 |     manual
  44 |  LONG | 2023-06-16 17:20:00 | 2023-06-16 17:25:00 |      11841 |     11842 |    1 |   26197.7305 |   26196.0195 |   -0.007 |   -0.107 |     manual
  45 |  LONG | 2023-06-16 17:30:00 | 2023-06-16 17:35:00 |      11843 |     11844 |    1 |   26180.0195 |   26191.9492 |    0.046 |   -0.054 |     manual
  46 |  LONG | 2023-06-17 11:20:00 | 2023-06-19 18:00:00 |      12057 |     12713 |  656 |   26564.2109 |   26817.5605 |    0.954 |    0.854 |     manual
  47 |  LONG | 2023-06-20 14:05:00 | 2023-06-20 15:35:00 |      12954 |     12972 |   18 |   26790.5098 |   26875.1602 |    0.316 |    0.216 |     manual
  48 |  LONG | 2023-06-20 15:40:00 | 2023-06-20 15:45:00 |      12973 |     12974 |    1 |   26868.7402 |   26991.8496 |    0.458 |    0.358 |     manual
  49 |  LONG | 2023-06-20 15:50:00 | 2023-06-20 15:55:00 |      12975 |     12976 |    1 |   27035.0293 |   27073.8008 |    0.143 |    0.043 |     manual
  50 |  LONG | 2023-06-20 16:00:00 | 2023-06-20 16:05:00 |      12977 |     12978 |    1 |   27028.4492 |   27048.2207 |    0.073 |   -0.027 |     manual
  51 |  LONG | 2023-06-20 16:25:00 | 2023-06-20 16:40:00 |      12982 |     12985 |    3 |   27205.8809 |   27308.5391 |    0.377 |    0.277 |     manual
  52 |  LONG | 2023-06-20 16:45:00 | 2023-06-20 17:45:00 |      12986 |     12998 |   12 |   27358.8594 |   27843.0996 |    1.770 |    1.670 |     manual
  53 |  LONG | 2023-06-21 17:35:00 | 2023-06-21 18:30:00 |      13284 |     13295 |   11 |   30005.8906 |   30269.3008 |    0.878 |    0.778 |     manual
  54 |  LONG | 2023-06-22 14:00:00 | 2023-06-22 14:05:00 |      13529 |     13530 |    1 |   30280.1699 |   30215.5195 |   -0.214 |   -0.314 |     manual
  55 |  LONG | 2023-06-22 14:10:00 | 2023-06-22 14:15:00 |      13531 |     13532 |    1 |   30295.0508 |   30251.8906 |   -0.142 |   -0.242 |     manual
  56 |  LONG | 2023-06-22 14:20:00 | 2023-06-22 14:25:00 |      13533 |     13534 |    1 |   30148.3398 |   30154.0293 |    0.019 |   -0.081 |     manual
  57 |  LONG | 2023-06-22 14:30:00 | 2023-06-22 16:25:00 |      13535 |     13558 |   23 |   29988.9199 |   30095.8105 |    0.356 |    0.256 |     manual
  58 |  LONG | 2023-06-22 16:35:00 | 2023-06-22 19:55:00 |      13560 |     13600 |   40 |   30089.8398 |   30213.8398 |    0.412 |    0.312 |     manual
  59 |  LONG | 2023-06-23 13:00:00 | 2023-06-23 13:05:00 |      13805 |     13806 |    1 |   30140.0000 |   30157.8398 |    0.059 |   -0.041 |     manual
  60 |  LONG | 2023-06-23 13:10:00 | 2023-06-23 13:15:00 |      13807 |     13808 |    1 |   30150.8008 |   30127.4609 |   -0.077 |   -0.177 |     manual
  61 |  LONG | 2023-06-23 13:20:00 | 2023-06-23 13:25:00 |      13809 |     13810 |    1 |   30096.8906 |   30111.8203 |    0.050 |   -0.050 |     manual
  62 |  LONG | 2023-06-23 13:30:00 | 2023-06-23 13:40:00 |      13811 |     13813 |    2 |   30105.8301 |   30133.0801 |    0.091 |   -0.009 |     manual
  63 |  LONG | 2023-06-23 13:45:00 | 2023-06-23 13:50:00 |      13814 |     13815 |    1 |   29972.5391 |   30045.8398 |    0.245 |    0.145 |     manual
  64 |  LONG | 2023-06-23 13:55:00 | 2023-06-23 14:00:00 |      13816 |     13817 |    1 |   30079.9395 |   30069.4707 |   -0.035 |   -0.135 |     manual
  65 |  LONG | 2023-06-23 14:05:00 | 2023-06-23 14:10:00 |      13818 |     13819 |    1 |   30097.8398 |   30066.7402 |   -0.103 |   -0.203 |     manual
  66 |  LONG | 2023-06-23 14:15:00 | 2023-06-23 14:20:00 |      13820 |     13821 |    1 |   30157.8301 |   30107.8398 |   -0.166 |   -0.266 |     manual
  67 |  LONG | 2023-06-23 14:25:00 | 2023-06-23 14:30:00 |      13822 |     13823 |    1 |   30149.7500 |   30125.8398 |   -0.079 |   -0.179 |     manual
  68 |  LONG | 2023-06-23 14:35:00 | 2023-06-23 14:40:00 |      13824 |     13825 |    1 |   30159.1992 |   30151.7207 |   -0.025 |   -0.125 |     manual
  69 |  LONG | 2023-06-23 14:45:00 | 2023-06-23 14:50:00 |      13826 |     13827 |    1 |   30259.4707 |   30219.5508 |   -0.132 |   -0.232 |     manual
  70 |  LONG | 2023-06-23 14:55:00 | 2023-06-23 15:00:00 |      13828 |     13829 |    1 |   30281.8398 |   30364.5898 |    0.273 |    0.173 |     manual
  71 |  LONG | 2023-06-23 15:05:00 | 2023-06-23 15:10:00 |      13830 |     13831 |    1 |   30445.8301 |   30417.8398 |   -0.092 |   -0.192 |     manual
  72 |  LONG | 2023-06-23 15:15:00 | 2023-06-23 15:20:00 |      13832 |     13833 |    1 |   30698.7695 |   30801.6602 |    0.335 |    0.235 |     manual
  73 |  LONG | 2023-06-23 15:25:00 | 2023-06-23 15:30:00 |      13834 |     13835 |    1 |   30649.1094 |   30766.0391 |    0.382 |    0.282 |     manual
  74 |  LONG | 2023-06-23 15:35:00 | 2023-06-23 15:40:00 |      13836 |     13837 |    1 |   30772.3496 |   30846.0801 |    0.240 |    0.140 |     manual
  75 |  LONG | 2023-06-23 15:45:00 | 2023-06-23 15:50:00 |      13838 |     13839 |    1 |   30915.2500 |   31206.6504 |    0.943 |    0.843 |     manual
  76 |  LONG | 2023-06-23 15:55:00 | 2023-06-23 16:05:00 |      13840 |     13842 |    2 |   31238.6602 |   31327.2598 |    0.284 |    0.184 |     manual
  77 |  LONG | 2023-06-30 16:15:00 | 2023-06-30 16:30:00 |      15860 |     15863 |    3 |   30055.5703 |   30233.8008 |    0.593 |    0.493 |     manual
  78 |  LONG | 2023-06-30 16:35:00 | 2023-06-30 16:50:00 |      15864 |     15867 |    3 |   30274.0000 |   30436.0000 |    0.535 |    0.435 |     manual
  79 |  LONG | 2023-06-30 16:55:00 | 2023-06-30 17:15:00 |      15868 |     15872 |    4 |   30397.0508 |   30614.0000 |    0.714 |    0.614 |     manual
  80 |  LONG | 2023-06-30 17:20:00 | 2023-07-03 11:00:00 |      15873 |     16661 |  788 |   30666.0098 |   30652.0996 |   -0.045 |   -0.145 |     manual
  81 |  LONG | 2023-07-03 15:25:00 | 2023-07-03 15:40:00 |      16714 |     16717 |    3 |   30944.4395 |   31061.2500 |    0.377 |    0.277 |     manual
  82 |  LONG | 2023-07-03 17:15:00 | 2023-07-03 18:55:00 |      16736 |     16756 |   20 |   30966.0000 |   31201.9902 |    0.762 |    0.662 |     manual
  83 |  LONG | 2023-07-03 20:50:00 | 2023-07-06 08:45:00 |      16779 |     17498 |  719 |   31125.9199 |   31227.9902 |    0.328 |    0.228 |     manual
  84 |  LONG | 2023-07-06 13:35:00 | 2023-07-10 19:50:00 |      17556 |     18783 | 1227 |   30551.5000 |   30779.0000 |    0.745 |    0.645 |     manual
  85 |  LONG | 2023-07-11 15:00:00 | 2023-07-11 15:15:00 |      19013 |     19016 |    3 |   30556.5195 |   30742.5000 |    0.609 |    0.509 |     manual
  86 |  LONG | 2023-07-11 15:20:00 | 2023-07-12 02:45:00 |      19017 |     19154 |  137 |   30660.1992 |   30644.5195 |   -0.051 |   -0.151 |     manual
  87 |  LONG | 2023-07-12 15:40:00 | 2023-07-13 07:10:00 |      19309 |     19495 |  186 |   30534.5195 |   30423.8105 |   -0.363 |   -0.463 |     manual
  88 |  LONG | 2023-07-13 12:35:00 | 2023-07-13 12:55:00 |      19560 |     19564 |    4 |   30494.3301 |   30522.5195 |    0.092 |   -0.008 |     manual
  89 |  LONG | 2023-07-13 13:00:00 | 2023-07-13 13:30:00 |      19565 |     19571 |    6 |   30541.6309 |   30566.8691 |    0.083 |   -0.017 |     manual
  90 |  LONG | 2023-07-13 13:35:00 | 2023-07-13 13:40:00 |      19572 |     19573 |    1 |   30570.5293 |   30660.0000 |    0.293 |    0.193 |     manual
  91 |  LONG | 2023-07-13 13:45:00 | 2023-07-13 13:50:00 |      19574 |     19575 |    1 |   30638.4102 |   30654.0000 |    0.051 |   -0.049 |     manual
  92 |  LONG | 2023-07-13 14:00:00 | 2023-07-13 14:10:00 |      19577 |     19579 |    2 |   30582.5195 |   30548.0000 |   -0.113 |   -0.213 |     manual
  93 |  LONG | 2023-07-13 14:15:00 | 2023-07-13 14:20:00 |      19580 |     19581 |    1 |   30551.9805 |   30552.3809 |    0.001 |   -0.099 |     manual
  94 |  LONG | 2023-07-13 14:25:00 | 2023-07-13 14:30:00 |      19582 |     19583 |    1 |   30558.0000 |   30601.2402 |    0.142 |    0.042 |     manual
  95 |  LONG | 2023-07-13 14:35:00 | 2023-07-13 14:40:00 |      19584 |     19585 |    1 |   30601.9902 |   30583.9395 |   -0.059 |   -0.159 |     manual
  96 |  LONG | 2023-07-13 14:45:00 | 2023-07-13 14:50:00 |      19586 |     19587 |    1 |   30588.5098 |   30574.0000 |   -0.047 |   -0.147 |     manual
  97 |  LONG | 2023-07-13 14:55:00 | 2023-07-13 15:00:00 |      19588 |     19589 |    1 |   30570.5195 |   30586.4297 |    0.052 |   -0.048 |     manual
  98 |  LONG | 2023-07-13 15:05:00 | 2023-07-13 15:15:00 |      19590 |     19592 |    2 |   30568.5098 |   30571.9805 |    0.011 |   -0.089 |     manual
  99 |  LONG | 2023-07-13 15:20:00 | 2023-07-13 15:25:00 |      19593 |     19594 |    1 |   30603.9902 |   30817.5605 |    0.698 |    0.598 |     manual
 100 |  LONG | 2023-07-13 15:30:00 | 2023-07-13 15:35:00 |      19595 |     19596 |    1 |   30758.0000 |   30808.3809 |    0.164 |    0.064 |     manual
 101 |  LONG | 2023-07-13 15:40:00 | 2023-07-13 17:40:00 |      19597 |     19621 |   24 |   31006.0098 |   31123.5195 |    0.379 |    0.279 |     manual
 102 |  LONG | 2023-07-14 13:00:00 | 2023-07-14 13:10:00 |      19853 |     19855 |    2 |   31108.8809 |   31158.0098 |    0.158 |    0.058 |     manual
 103 |  LONG | 2023-07-14 13:15:00 | 2023-07-14 13:25:00 |      19856 |     19858 |    2 |   31152.0098 |   31149.5508 |   -0.008 |   -0.108 |     manual
 104 |  LONG | 2023-07-14 13:30:00 | 2023-07-14 13:35:00 |      19859 |     19860 |    1 |   31134.5195 |   31139.4707 |    0.016 |   -0.084 |     manual
 105 |  LONG | 2023-07-14 13:40:00 | 2023-07-14 13:45:00 |      19861 |     19862 |    1 |   31191.9902 |   31229.8008 |    0.121 |    0.021 |     manual
 106 |  LONG | 2023-07-14 13:50:00 | 2023-07-14 14:55:00 |      19863 |     19876 |   13 |   31272.5293 |   31302.5195 |    0.096 |   -0.004 |     manual
 107 |  LONG | 2023-07-14 15:00:00 | 2023-07-14 15:10:00 |      19877 |     19879 |    2 |   31274.0000 |   31309.5000 |    0.114 |    0.014 |     manual
 108 |  LONG | 2023-07-21 15:20:00 | 2023-07-21 15:25:00 |      21897 |     21898 |    1 |   29878.9902 |   29876.0000 |   -0.010 |   -0.110 |     manual
 109 |  LONG | 2023-07-21 15:30:00 | 2023-07-21 17:55:00 |      21899 |     21928 |   29 |   29869.9902 |   29918.9805 |    0.164 |    0.064 |     manual
 110 |  LONG | 2023-07-22 11:40:00 | 2023-07-23 17:55:00 |      22141 |     22504 |  363 |   29881.2500 |   30112.0098 |    0.772 |    0.672 |     manual
 111 |  LONG | 2023-07-24 14:15:00 | 2023-07-25 05:45:00 |      22748 |     22934 |  186 |   29102.0000 |   29140.0098 |    0.131 |    0.031 |     manual
 112 |  LONG | 2023-07-25 15:00:00 | 2023-07-25 18:50:00 |      23045 |     23091 |   46 |   29199.0293 |   29271.3398 |    0.248 |    0.148 |     manual
 113 |  LONG | 2023-07-26 17:15:00 | 2023-07-26 20:25:00 |      23360 |     23398 |   38 |   29304.0195 |   29480.0000 |    0.601 |    0.501 |     manual
 114 |  LONG | 2023-07-27 11:00:00 | 2023-07-27 11:40:00 |      23573 |     23581 |    8 |   29476.9902 |   29523.3691 |    0.157 |    0.057 |     manual
 115 |  LONG | 2023-07-27 13:00:00 | 2023-07-27 13:05:00 |      23597 |     23598 |    1 |   29490.0996 |   29474.0000 |   -0.055 |   -0.155 |     manual
 116 |  LONG | 2023-07-27 13:10:00 | 2023-07-28 14:25:00 |      23599 |     23902 |  303 |   29460.6309 |   29438.7500 |   -0.074 |   -0.174 |     manual
 117 |  LONG | 2023-07-28 14:30:00 | 2023-08-02 00:00:00 |      23903 |     25169 | 1266 |   29467.9395 |   29764.5000 |    1.006 |    0.906 |     manual
 118 |  LONG | 2023-08-03 13:00:00 | 2023-08-03 13:05:00 |      25613 |     25614 |    1 |   29116.0000 |   29126.5898 |    0.036 |   -0.064 |     manual
 119 |  LONG | 2023-08-03 13:10:00 | 2023-08-03 13:15:00 |      25615 |     25616 |    1 |   29155.0391 |   29172.0000 |    0.058 |   -0.042 |     manual
 120 |  LONG | 2023-08-03 14:00:00 | 2023-08-03 14:05:00 |      25625 |     25626 |    1 |   29230.0098 |   29229.0000 |   -0.003 |   -0.103 |     manual
 121 |  LONG | 2023-08-03 14:10:00 | 2023-08-03 14:15:00 |      25627 |     25628 |    1 |   29208.0098 |   29209.9902 |    0.007 |   -0.093 |     manual
 122 |  LONG | 2023-08-03 14:20:00 | 2023-08-03 14:25:00 |      25629 |     25630 |    1 |   29200.0000 |   29212.0098 |    0.041 |   -0.059 |     manual
 123 |  LONG | 2023-08-03 14:30:00 | 2023-08-03 14:35:00 |      25631 |     25632 |    1 |   29239.9805 |   29307.8496 |    0.232 |    0.132 |     manual
 124 |  LONG | 2023-08-03 14:40:00 | 2023-08-03 14:45:00 |      25633 |     25634 |    1 |   29295.9902 |   29372.1602 |    0.260 |    0.160 |     manual
 125 |  LONG | 2023-08-03 14:55:00 | 2023-08-03 15:00:00 |      25636 |     25637 |    1 |   29393.9902 |   29368.0000 |   -0.088 |   -0.188 |     manual
 126 |  LONG | 2023-08-03 15:10:00 | 2023-08-03 15:15:00 |      25639 |     25640 |    1 |   29329.1602 |   29314.9004 |   -0.049 |   -0.149 |     manual
 127 |  LONG | 2023-08-03 15:20:00 | 2023-08-03 15:25:00 |      25641 |     25642 |    1 |   29260.0098 |   29248.0098 |   -0.041 |   -0.141 |     manual
 128 |  LONG | 2023-08-03 15:30:00 | 2023-08-03 15:35:00 |      25643 |     25644 |    1 |   29274.0000 |   29287.8594 |    0.047 |   -0.053 |     manual
 129 |  LONG | 2023-08-03 15:40:00 | 2023-08-03 15:45:00 |      25645 |     25646 |    1 |   29260.5000 |   29265.0293 |    0.015 |   -0.085 |     manual
 130 |  LONG | 2023-08-03 15:50:00 | 2023-08-03 15:55:00 |      25647 |     25648 |    1 |   29263.4902 |   29259.9492 |   -0.012 |   -0.112 |     manual
 131 |  LONG | 2023-08-03 16:00:00 | 2023-08-03 16:20:00 |      25649 |     25653 |    4 |   29219.9902 |   29277.9805 |    0.198 |    0.098 |     manual
 132 |  LONG | 2023-08-03 16:25:00 | 2023-08-03 16:40:00 |      25654 |     25657 |    3 |   29304.4902 |   29306.0000 |    0.005 |   -0.095 |     manual
 133 |  LONG | 2023-08-03 16:45:00 | 2023-08-03 17:05:00 |      25658 |     25662 |    4 |   29310.5801 |   29343.4707 |    0.112 |    0.012 |     manual
 134 |  LONG | 2023-08-03 17:45:00 | 2023-08-03 18:50:00 |      25670 |     25683 |   13 |   29249.9902 |   29264.4492 |    0.049 |   -0.051 |     manual
 135 |  LONG | 2023-08-04 13:00:00 | 2023-08-04 13:05:00 |      25901 |     25902 |    1 |   29240.9902 |   29243.3906 |    0.008 |   -0.092 |     manual
 136 |  LONG | 2023-08-04 13:10:00 | 2023-08-04 13:15:00 |      25903 |     25904 |    1 |   29237.9805 |   29224.0703 |   -0.048 |   -0.148 |     manual
 137 |  LONG | 2023-08-04 13:20:00 | 2023-08-04 13:25:00 |      25905 |     25906 |    1 |   29227.5195 |   29218.0098 |   -0.033 |   -0.133 |     manual
 138 |  LONG | 2023-08-04 13:30:00 | 2023-08-04 13:35:00 |      25907 |     25908 |    1 |   29251.4102 |   29273.4805 |    0.075 |   -0.025 |     manual
 139 |  LONG | 2023-08-04 14:00:00 | 2023-08-04 14:05:00 |      25913 |     25914 |    1 |   29177.1699 |   29185.5000 |    0.029 |   -0.071 |     manual
 140 |  LONG | 2023-08-04 14:10:00 | 2023-08-04 14:15:00 |      25915 |     25916 |    1 |   29213.8906 |   29245.9902 |    0.110 |    0.010 |     manual
 141 |  LONG | 2023-08-04 14:20:00 | 2023-08-04 14:25:00 |      25917 |     25918 |    1 |   29248.0000 |   29243.3203 |   -0.016 |   -0.116 |     manual
 142 |  LONG | 2023-08-04 14:30:00 | 2023-08-04 14:35:00 |      25919 |     25920 |    1 |   29258.6094 |   29252.0000 |   -0.023 |   -0.123 |     manual
 143 |  LONG | 2023-08-04 14:40:00 | 2023-08-04 14:45:00 |      25921 |     25922 |    1 |   29238.0996 |   29231.9902 |   -0.021 |   -0.121 |     manual
 144 |  LONG | 2023-08-04 14:50:00 | 2023-08-04 14:55:00 |      25923 |     25924 |    1 |   29281.4395 |   29253.9902 |   -0.094 |   -0.194 |     manual
 145 |  LONG | 2023-08-04 15:00:00 | 2023-08-04 15:05:00 |      25925 |     25926 |    1 |   29261.9902 |   29264.0195 |    0.007 |   -0.093 |     manual
 146 |  LONG | 2023-08-04 15:10:00 | 2023-08-04 15:15:00 |      25927 |     25928 |    1 |   29252.6992 |   29239.4902 |   -0.045 |   -0.145 |     manual
 147 |  LONG | 2023-08-04 15:20:00 | 2023-08-04 15:25:00 |      25929 |     25930 |    1 |   29251.4902 |   29269.9902 |    0.063 |   -0.037 |     manual
 148 |  LONG | 2023-08-04 15:30:00 | 2023-08-04 15:45:00 |      25931 |     25934 |    3 |   29269.4199 |   29295.9297 |    0.091 |   -0.009 |     manual
 149 |  LONG | 2023-08-04 15:50:00 | 2023-08-04 15:55:00 |      25935 |     25936 |    1 |   29275.4004 |   29272.9102 |   -0.009 |   -0.109 |     manual
