RL Commander Backtest Detailed Report
================================================================================
Model Path      : /Users/hwanghoyeon/Documents/crypto_bot/v2/models/rl_commander/runs/m001/best_model.zip
Initial Balance : 10000.00
Final Balance   : 3610.61
Total Return(%) : -63.89
Test Period     : 2023-05-06 14:35:00 ~ 2026-05-04 13:05:00
Total Trades    : 1707
Long Trades     : 1580
Short Trades    : 127
Win Rate(%)     : 47.57

Column Guide
--------------------------------------------------------------------------------
entry_time     : 포지션 진입 시각 (전체 데이터 기간 datetime 기준)
exit_time      : 포지션 청산 시각
entry_step     : 전체 데이터 내 진입 인덱스(5분봉 기준 step)
exit_step      : 전체 데이터 내 청산 인덱스
hold           : 보유한 step 수 (1 step = 5분)
entry_px       : 진입 가격
exit_px        : 청산 가격
gross%         : 수수료 제외 수익률(%)
net%           : 수수료 포함 순수익률(%)
exit_type      : 청산 유형 (manual=모델 청산, forced=에피소드 종료 강제청산)

Trade Logs
--------------------------------------------------------------------------------
   # |  side |          entry_time |           exit_time | entry_step | exit_step | hold |     entry_px |      exit_px |   gross% |     net% |  exit_type
---------------------------------------------------------------------------------------------------------------------------------------------------------
   1 |  LONG | 2023-05-06 14:35:00 | 2023-05-06 18:45:00 |          0 |        50 |   50 |   28686.0605 |   28922.6504 |    0.825 |    0.725 |     manual
   2 |  LONG | 2023-05-13 18:55:00 | 2023-05-14 15:05:00 |       2068 |      2310 |  242 |   26779.5508 |   27132.0605 |    1.316 |    1.216 |     manual
   3 |  LONG | 2023-05-14 15:10:00 | 2023-05-15 13:00:00 |       2311 |      2573 |  262 |   27074.2793 |   27408.4297 |    1.234 |    1.134 |     manual
   4 |  LONG | 2023-05-15 13:05:00 | 2023-05-15 16:40:00 |       2574 |      2617 |   43 |   27371.3398 |   27389.5508 |    0.067 |   -0.033 |     manual
   5 |  LONG | 2023-05-15 16:45:00 | 2023-05-15 16:50:00 |       2618 |      2619 |    1 |   27429.2695 |   27448.3008 |    0.069 |   -0.031 |     manual
   6 |  LONG | 2023-05-15 16:55:00 | 2023-05-15 17:05:00 |       2620 |      2622 |    2 |   27479.3496 |   27583.6406 |    0.380 |    0.280 |     manual
   7 |  LONG | 2023-05-15 17:10:00 | 2023-05-15 17:15:00 |       2623 |      2624 |    1 |   27611.0801 |   27610.1699 |   -0.003 |   -0.103 |     manual
   8 |  LONG | 2023-05-22 17:25:00 | 2023-05-22 19:50:00 |       4642 |      4671 |   29 |   26794.2598 |   26851.4492 |    0.213 |    0.113 |     manual
   9 |  LONG | 2023-05-22 20:30:00 | 2023-05-22 20:55:00 |       4679 |      4684 |    5 |   26849.9902 |   26895.1309 |    0.168 |    0.068 |     manual
  10 |  LONG | 2023-05-23 05:00:00 | 2023-05-23 12:00:00 |       4781 |      4865 |   84 |   27380.6191 |   27330.8008 |   -0.182 |   -0.282 |     manual
